,observers,max_resid,mean_resid,a,w
0,0.0,0.00023417864576913416,3.639645365183242e-05,0.10000000149011612,0.10000000149011612
1,0.0,0.000639355625025928,0.0001391179539496079,0.10000000149011612,0.15000000596046448
2,0.0,0.00043021197780035436,6.587529787793756e-05,0.10000000149011612,0.20000000298023224
3,0.0,0.0007408024393953383,0.00010132209717994556,0.10000000149011612,0.25
4,0.0,0.00025761814322322607,4.2962845327565446e-05,0.10000000149011612,0.30000001192092896
5,0.0,0.0003450111544225365,3.492907853797078e-05,0.10000000149011612,0.3499999940395355
6,0.0,0.0007109523867256939,0.00013888374087400734,0.10000000149011612,0.4000000059604645
7,0.0,0.0013770338846370578,0.0003871072840411216,0.10000000149011612,0.44999998807907104
8,0.0,0.013806827366352081,0.001558861113153398,0.10000000149011612,0.5
9,0.0,0.0008889246382750571,0.0001747357309795916,0.10000000149011612,0.550000011920929
10,0.0,0.00034933467395603657,4.803972478839569e-05,0.10000000149011612,0.6000000238418579
11,0.0,0.0005333850858733058,5.4818134231027216e-05,0.10000000149011612,0.6499999761581421
12,0.0,0.00029455352341756225,4.640080078388564e-05,0.10000000149011612,0.699999988079071
13,0.0,0.0006822594441473484,0.00010494589514564723,0.10000000149011612,0.75
14,0.0,0.0004741509328596294,6.804088479839265e-05,0.10000000149011612,0.800000011920929
15,0.0,0.013997631147503853,0.0027419403195381165,0.10000000149011612,0.8500000238418579
16,0.0,4.599678039550781,0.531355619430542,0.10000000149011612,0.8999999761581421
17,0.0,1.49005126953125,0.28005608916282654,0.10000000149011612,0.949999988079071
18,0.0,0.00021156377624720335,3.2521114917472005e-05,0.15000000596046448,0.10000000149011612
19,0.0,0.000658803153783083,0.00016258220421150327,0.15000000596046448,0.15000000596046448
20,0.0,0.00027543873875401914,3.861336153931916e-05,0.15000000596046448,0.20000000298023224
21,0.0,0.0006504931952804327,9.397315443493426e-05,0.15000000596046448,0.25
22,0.0,0.0002541870344430208,4.610237738233991e-05,0.15000000596046448,0.30000001192092896
23,0.0,0.00032683668541722,3.368068428244442e-05,0.15000000596046448,0.3499999940395355
24,0.0,0.000695509894285351,0.00013956007023807615,0.15000000596046448,0.4000000059604645
25,0.0,0.0013370650121942163,0.00037886336212977767,0.15000000596046448,0.44999998807907104
26,0.0,0.02393615059554577,0.0030633395072072744,0.15000000596046448,0.5
27,0.0,0.0007021008059382439,0.0001200267652166076,0.15000000596046448,0.550000011920929
28,0.0,0.0005243438063189387,8.686817454872653e-05,0.15000000596046448,0.6000000238418579
29,0.0,0.0006672859308309853,0.00010144976113224402,0.15000000596046448,0.6499999761581421
30,0.0,0.0008152232621796429,0.00013482649228535593,0.15000000596046448,0.699999988079071
31,0.0,0.0018348440062254667,0.00046335230581462383,0.15000000596046448,0.75
32,0.0,0.01838107220828533,0.0029887789860367775,0.15000000596046448,0.800000011920929
33,0.0,9.481432914733887,1.185552716255188,0.15000000596046448,0.8999999761581421
34,0.0,10.346410751342773,0.8193081617355347,0.15000000596046448,0.949999988079071
35,0.0,0.00032793133868835866,4.158777664997615e-05,0.20000000298023224,0.10000000149011612
36,0.0,0.0005377992056310177,0.00011408148566260934,0.20000000298023224,0.15000000596046448
37,0.0,0.00026421312941238284,4.833266939385794e-05,0.20000000298023224,0.20000000298023224
38,0.0,0.0008601588779129088,0.0001586551225045696,0.20000000298023224,0.25
39,0.0,0.0003097495064139366,6.28713023616001e-05,0.20000000298023224,0.30000001192092896
40,0.0,0.00039907946484163404,4.2006769945146516e-05,0.20000000298023224,0.3499999940395355
41,0.0,0.0008283135830424726,0.00017845343973021954,0.20000000298023224,0.4000000059604645
42,0.0,0.0015697359340265393,0.00038970791501924396,0.20000000298023224,0.44999998807907104
43,0.0,0.03498028218746185,0.005472568795084953,0.20000000298023224,0.5
44,0.0,0.0005874758353456855,0.00011576795805012807,0.20000000298023224,0.550000011920929
45,0.0,0.000512393715325743,8.838654321152717e-05,0.20000000298023224,0.6000000238418579
46,0.0,0.005753701087087393,0.0009138179011642933,0.20000000298023224,0.6499999761581421
47,0.0,0.000650444533675909,0.00010813339031301439,0.20000000298023224,0.699999988079071
48,0.0,0.00783497653901577,0.001435759011656046,0.20000000298023224,0.75
49,0.0,1.6496998071670532,0.2619614899158478,0.20000000298023224,0.949999988079071
50,0.0,0.00029312106198631227,4.2045849113492295e-05,0.25,0.10000000149011612
51,0.0,0.0006415594252757728,0.0001418908650521189,0.25,0.15000000596046448
52,0.0,0.000455874833278358,7.271912909345701e-05,0.25,0.20000000298023224
53,0.0,0.0011435507331043482,0.0001935973996296525,0.25,0.25
54,0.0,0.0006186922546476126,0.0001256381656276062,0.25,0.30000001192092896
55,0.0,0.000614754855632782,7.332679524552077e-05,0.25,0.3499999940395355
56,0.0,0.0009599371114745736,0.00019333863747306168,0.25,0.4000000059604645
57,0.0,0.0016654017381370068,0.00035611039493232965,0.25,0.44999998807907104
58,0.0,0.037249721586704254,0.006347435060888529,0.25,0.5
59,0.0,0.000801324553322047,0.00023034415789879858,0.25,0.550000011920929
60,0.0,0.0019887275993824005,0.0003269917506258935,0.25,0.6000000238418579
61,0.0,0.005630444269627333,0.0010198850650340319,0.25,0.6499999761581421
62,0.0,0.0013903179205954075,0.00021752635075245053,0.25,0.699999988079071
63,0.0,4.590640068054199,0.7093655467033386,0.25,0.949999988079071
64,0.0,0.000533733400516212,6.529855454573408e-05,0.30000001192092896,0.10000000149011612
65,0.0,0.0006265942356549203,0.00012662906374316663,0.30000001192092896,0.15000000596046448
66,0.0,0.0008799764909781516,0.0001311853266088292,0.30000001192092896,0.20000000298023224
67,0.0,0.0014719892060384154,0.00021630123956128955,0.30000001192092896,0.25
68,0.0,0.0010755519615486264,0.00021367739827837795,0.30000001192092896,0.30000001192092896
69,0.0,0.0009145278600044549,0.0001236807875102386,0.30000001192092896,0.3499999940395355
70,0.0,0.0010001728078350425,0.00018469356291461736,0.30000001192092896,0.4000000059604645
71,0.0,0.0020702320616692305,0.00043403092422522604,0.30000001192092896,0.44999998807907104
72,0.0,0.018804896622896194,0.003485482418909669,0.30000001192092896,0.5
73,0.0,0.0008409766014665365,0.00010565491538727656,0.30000001192092896,0.550000011920929
74,0.0,0.001990147167816758,0.00021980654855724424,0.30000001192092896,0.6000000238418579
75,0.0,0.005874138791114092,0.001085578347556293,0.30000001192092896,0.6499999761581421
76,0.0,0.7826119065284729,0.14417029917240143,0.30000001192092896,0.699999988079071
77,0.0,0.0006657225312665105,7.164874841691926e-05,0.3499999940395355,0.10000000149011612
78,0.0,0.0006203731172718108,0.00011307372915325686,0.3499999940395355,0.15000000596046448
79,0.0,0.0012769100721925497,0.00015342593542300165,0.3499999940395355,0.20000000298023224
80,0.0,0.001956238178536296,0.00026854488532990217,0.3499999940395355,0.25
81,0.0,0.0028971328865736723,0.0007408839301206172,0.3499999940395355,0.30000001192092896
82,0.0,0.0014010597951710224,0.00021350209135562181,0.3499999940395355,0.3499999940395355
83,0.0,0.0012215037131682038,0.00014431995805352926,0.3499999940395355,0.4000000059604645
84,0.0,0.010408170521259308,0.0019284397130832076,0.3499999940395355,0.44999998807907104
85,0.0,0.007381525356322527,0.00105022091884166,0.3499999940395355,0.5
86,0.0,0.0025246096774935722,0.00032834504963830113,0.3499999940395355,0.550000011920929
87,0.0,0.01838255114853382,0.0029392102733254433,0.3499999940395355,0.6000000238418579
88,0.0,0.03921819105744362,0.008576298132538795,0.3499999940395355,0.6499999761581421
89,0.0,3.00590181350708,0.4106990098953247,0.3499999940395355,0.8999999761581421
90,0.0,6.956405162811279,0.7327227592468262,0.3499999940395355,0.949999988079071
91,0.0,0.0008590928628109396,8.872131002135575e-05,0.4000000059604645,0.10000000149011612
92,0.0,0.00077071349369362,0.00013814997510053217,0.4000000059604645,0.15000000596046448
93,0.0,0.0018197203753516078,0.00019335432443767786,0.4000000059604645,0.20000000298023224
94,0.0,0.0022639872040599585,0.0004425186780281365,0.4000000059604645,0.25
95,0.0,0.004862046334892511,0.0008567935437895358,0.4000000059604645,0.30000001192092896
96,0.0,0.0019718767143785954,0.00038370807305909693,0.4000000059604645,0.3499999940395355
97,0.0,0.0013083986705169082,0.00018029744387604296,0.4000000059604645,0.4000000059604645
98,0.0,0.02306542359292507,0.002726157195866108,0.4000000059604645,0.44999998807907104
99,0.0,0.004344596993178129,0.000980511773377657,0.4000000059604645,0.5
100,0.0,0.007629831787198782,0.00150577153544873,0.4000000059604645,0.550000011920929
101,0.0,0.0396776907145977,0.0061896187253296375,0.4000000059604645,0.6000000238418579
102,0.0,0.0015350241446867585,0.00015686698316130787,0.44999998807907104,0.10000000149011612
103,0.0,0.0016276479000225663,0.0002327294205315411,0.44999998807907104,0.15000000596046448
104,0.0,0.0018224749946966767,0.0002516888198442757,0.44999998807907104,0.20000000298023224
105,0.0,0.0027091740630567074,0.0005167823983356357,0.44999998807907104,0.25
106,0.0,0.04999032989144325,0.008170011453330517,0.44999998807907104,0.30000001192092896
107,0.0,0.0019706962630152702,0.0003850655339192599,0.44999998807907104,0.3499999940395355
108,0.0,0.0021845547016710043,0.0003024997131433338,0.44999998807907104,0.4000000059604645
109,0.0,0.04522886872291565,0.0061070723459124565,0.44999998807907104,0.44999998807907104
110,0.0,0.005736779421567917,0.0007753541576676071,0.44999998807907104,0.5
111,0.0,0.006880326196551323,0.0014333873987197876,0.44999998807907104,0.550000011920929
112,0.0,0.001958788838237524,0.00017101956473197788,0.5,0.10000000149011612
113,0.0,0.0023544766008853912,0.00029092037584632635,0.5,0.15000000596046448
114,0.0,0.0015271014999598265,0.00019893368880730122,0.5,0.20000000298023224
115,0.0,0.0016494444571435452,0.0001614165521459654,0.5,0.25
116,0.0,4.120471954345703,0.6260924339294434,0.5,0.30000001192092896
117,0.0,0.00312771531753242,0.000574915437027812,0.5,0.3499999940395355
118,0.0,0.0022609366569668055,0.00037707126466557384,0.5,0.4000000059604645
119,0.0,0.0155784385278821,0.0016988031566143036,0.5,0.44999998807907104
120,0.0,0.014721972867846489,0.002900080755352974,0.5,0.5
121,0.0,0.48165056109428406,0.06531105190515518,0.5,0.550000011920929
122,0.0,0.002806565258651972,0.00019935904128942639,0.550000011920929,0.10000000149011612
123,0.0,0.0018591593252494931,0.00020014682377222925,0.550000011920929,0.15000000596046448
124,0.0,0.001866064383648336,0.00018996777362190187,0.550000011920929,0.20000000298023224
125,0.0,0.006819057743996382,0.0007491018623113632,0.550000011920929,0.25
126,0.0,0.5698258280754089,0.05117620527744293,0.550000011920929,0.30000001192092896
127,0.0,0.01270383968949318,0.002182540949434042,0.550000011920929,0.3499999940395355
128,0.0,0.006915553007274866,0.0013031375128775835,0.550000011920929,0.4000000059604645
129,0.0,0.04389088228344917,0.0048737553879618645,0.550000011920929,0.44999998807907104
130,0.0,0.009266221895813942,0.0015547068323940039,0.550000011920929,0.5
131,0.0,0.002619541948661208,0.00029443687526509166,0.6000000238418579,0.10000000149011612
132,0.0,0.002070804126560688,0.0003137050662189722,0.6000000238418579,0.15000000596046448
133,0.0,0.005442529916763306,0.0006805929588153958,0.6000000238418579,0.20000000298023224
134,0.0,0.014191790483891964,0.0035035470500588417,0.6000000238418579,0.25
135,0.0,0.9566025137901306,0.16968905925750732,0.6000000238418579,0.30000001192092896
136,0.0,0.004022507928311825,0.0006454456597566605,0.6000000238418579,0.3499999940395355
