,0
784,-1.3246093
785,-1.6009914
786,-1.3665098
787,-1.4316511
788,-1.1332909
789,-1.6822588
790,-1.1871753
791,-1.4425075
792,-1.6224138
793,-1.9254524
794,-1.587187
795,-1.9971441
796,-1.9009122
797,-1.7369444
798,-2.3347843
799,-1.6260297
800,-1.6915085
801,-1.3490534
802,-1.8518609
803,-1.6047441
804,-2.4121916
805,-1.617739
806,-1.2850981
807,-1.5892034
808,-1.4512372
809,-2.1591156
810,-1.5324261
811,-1.9703453
812,-2.3704965
813,-1.8244289
814,-2.3798435
815,-1.7600116
816,-1.9566756
817,-1.5837058
818,-1.8128767
819,-1.5322044
820,-1.9580007
821,-1.4308184
822,-1.8825984
823,-2.1381488
824,-1.7453685
825,-1.4869728
826,-2.2319045
827,-1.9563282
828,-2.2915676
829,-1.8139695
830,-1.5478565
831,-1.8187361
832,-1.5435802
833,-1.8938673
834,-2.1902153
835,-2.3101788
836,-1.4214796
837,-1.3828762
838,-1.8402177
839,-2.1695576
840,-0.17712414
841,-0.86601037
842,-0.48772538
843,0.17205445
844,0.23769948
845,-0.39433303
846,-0.08118234
847,0.13879395
848,-2.1158285
849,-1.4609903
850,-1.5024014
851,-1.8695542
852,-1.5029857
853,-1.2753972
854,-1.3162363
855,-1.7563959
856,-1.1669767
857,-0.091994695
858,-0.24990638
859,-1.3808882
860,-0.7964961
861,-0.57081157
862,-1.963207
863,-0.034908596
864,-0.1110568
865,-0.40838674
866,0.26735735
867,-1.3510816
868,-0.07944906
869,-0.26853308
870,-1.4529091
871,-0.031689864
872,-0.07195555
873,-0.031382855
874,0.04195571
875,-0.24587484
876,-0.9549228
877,-0.73971564
878,-1.2022284
879,-0.35482728
880,-1.4833996
881,-1.4158508
882,-1.6040972
883,-1.2801105
884,-1.1322542
885,-1.4060524
886,-1.1863109
887,-1.1319515
888,-1.5671246
889,-2.269072
890,-1.9454519
891,-2.3403807
892,-1.7087756
893,-2.0777025
894,-1.9735545
895,-1.9146636
896,-1.7025847
897,-2.0381944
898,-1.6335001
899,-2.0435777
900,-1.9895974
901,-2.351673
902,-1.4387412
903,-2.3699915
904,-1.9477496
905,-2.0250745
906,-2.0446904
907,-2.929963
908,-1.5783559
909,-1.8445904
910,-2.4592154
911,-2.280559
912,-1.7676368
913,-1.8900559
914,-1.9764297
915,-1.9201632
916,-1.7296598
917,-1.4884362
918,-2.1349318
919,-2.244072
920,-1.5997176
921,-2.1349175
922,-2.50324
923,-2.1608346
924,-2.0354407
925,-2.0459359
926,-2.0608966
927,-2.3893309
928,-2.012544
929,-1.9088789
930,-1.9317521
931,-2.2360094
932,-2.1157246
933,-2.2134058
934,-1.6721315
935,-1.7885981
936,-0.29438126
937,-0.5610608
938,-0.7232466
939,-0.96068233
940,-0.054181807
941,0.2903736
942,-0.78794587
943,-0.21869655
944,-1.3542778
945,-0.82058305
946,-0.43599212
947,-1.0303682
948,-0.023900986
949,0.09915235
950,-0.26598263
951,0.047352027
952,-0.5558623
953,-1.1645917
954,-0.6273169
955,0.25839618
956,-0.15229654
957,-0.4488001
958,-1.3557638
959,-0.6728571
960,-0.8100159
961,0.11584654
962,0.2122875
963,-0.99887687
964,-0.064604804
965,-1.2090597
966,-0.68088686
967,-1.4195962
968,-0.9180121
969,-0.34239402
970,-0.488595
971,-1.6869631
972,-0.61794484
973,-0.1955444
974,0.08650259
975,-0.07195722
976,-0.2040228
977,-0.6526826
978,-0.72306055
979,-0.94051987
980,-1.7683
981,-0.16494694
982,-0.037278093
983,-1.5775312
984,-2.0492473
985,-2.1261237
986,-1.9802148
987,-2.204302
988,-1.7428651
989,-2.0936518
990,-1.7533457
991,-2.480907
992,-1.6688682
993,-1.8493463
994,-2.5635655
995,-1.8938227
996,-2.1722777
997,-1.9053363
998,-2.084357
999,-2.5715272
1000,-1.8747016
1001,-2.1403306
1002,-1.4751295
1003,-2.6809916
1004,-2.2091577
1005,-2.1683245
1006,-2.1439955
1007,-2.112154
1008,-1.9304117
1009,-2.138156
1010,-1.5149152
1011,-1.8741487
1012,-1.5824087
1013,-1.8896999
1014,-1.418293
1015,-1.9442834
1016,-1.3726544
1017,-1.9213532
1018,-1.9822209
1019,-2.0702152
1020,-2.0259418
1021,-2.0517027
1022,-1.4012468
1023,-1.9630979
1024,-2.1087372
1025,-1.7847368
1026,-1.7335999
1027,-1.6559782
1028,-1.493994
1029,-2.058684
1030,-1.8683157
1031,-2.3975995
1032,-1.8002225
1033,0.10136775
1034,0.03570369
1035,-0.35975236
1036,-0.8507489
1037,-0.28880876
1038,-0.8875594
1039,-0.1509194
1040,0.31006992
1041,0.116772704
1042,-0.3660722
1043,-0.56745535
1044,0.3358468
1045,-1.9545308
1046,0.18609884
1047,-0.9405559
1048,-2.221725
1049,-1.5457221
1050,-1.6222899
1051,-1.5193119
1052,-2.0741582
1053,-1.7143754
1054,-1.8112205
1055,-2.1193988
1056,-1.1186306
1057,-2.344346
1058,-1.543933
1059,-2.531985
1060,-2.2478077
1061,-1.8511009
1062,-1.3521397
1063,-1.6362809
1064,-2.6307333
1065,-2.3387833
1066,-1.6627368
1067,-2.5157328
1068,-1.7357639
1069,-1.771531
1070,-1.9864612
1071,-2.5865567
1072,-1.291327
1073,-2.4741678
1074,-2.1668627
1075,-1.7674152
1076,-1.7473768
1077,-2.2010767
1078,-1.8279282
1079,-2.328431
1080,-1.7132233
1081,-2.1207001
1082,-1.7079563
1083,-2.3692536
1084,-1.9479806
1085,-2.4141371
1086,-1.4039906
1087,-1.8041081
1088,-2.0729046
1089,-1.680375
1090,-2.180879
1091,-2.1404881
1092,-2.3900182
1093,-2.2191992
1094,-2.3647335
1095,-2.6380072
1096,-1.5473855
1097,-1.4910389
1098,-2.0064692
1099,-1.2842069
1100,-1.7861241
1101,-1.7566074
1102,-1.5664412
1103,-1.2334452
1104,-1.2098724
1105,-1.68821
1106,-1.4477143
1107,-1.7873462
1108,-1.0699899
1109,-1.4964343
1110,-1.1011406
1111,-1.2248087
1112,-1.3211348
1113,-0.5585989
1114,-0.3356375
1115,-1.8245524
1116,-0.31959912
1117,-0.15431058
1118,-0.06157781
1119,-1.5668223
1120,-0.19555362
1121,-1.2631193
1122,0.14643505
1123,-0.34032688
1124,-0.1481727
1125,0.14679155
1126,0.05790222
1127,-0.277409
1128,-1.7089466
1129,-0.64608866
1130,-2.105022
1131,-2.3224955
1132,-2.3226824
1133,-1.3903699
1134,-1.7285548
1135,-2.3586645
1136,-0.7095265
1137,-0.20280822
1138,-0.2759097
1139,-0.99763465
1140,-0.05014471
1141,-1.2515424
1142,-0.1805277
1143,-1.0890362
1144,0.054261275
1145,-0.62634283
1146,-0.7464955
1147,0.044199556
1148,-0.15494548
1149,0.09145061
1150,-0.2174046
1151,-0.81920975
1152,-0.22200748
1153,-0.12806597
1154,0.057395894
1155,-0.58160466
1156,-0.22108698
1157,-0.55954
1158,-0.47595787
1159,-1.3160796
1160,-2.5157406
1161,-2.277022
1162,-2.6614017
1163,-2.2262986
1164,-1.7646649
1165,-2.189784
1166,-1.6515588
1167,-1.5667763
1168,-2.1547487
1169,-1.6378723
1170,-1.8689443
1171,-2.1867085
1172,-1.9190087
1173,-1.4150658
1174,-0.93274695
1175,-1.6444502
1176,-1.2209154
1177,-1.2243636
1178,-1.4055221
1179,-1.463092
1180,-1.5456053
1181,-1.969424
1182,-2.2699227
1183,-1.0951787
1184,-1.6491662
1185,-1.108959
1186,-1.2611307
1187,-1.3228414
1188,-1.2482617
1189,-1.3759843
1190,-1.4974505
1191,-1.107837
1192,-1.2983575
1193,-1.156214
1194,-1.3113712
1195,-1.1939931
1196,-1.3120503
1197,-1.6255876
1198,-1.2159215
1199,-1.2489902
1200,-1.7897723
1201,-1.1610577
1202,-1.3668808
1203,-1.4854381
1204,-1.4980856
1205,-1.7977043
1206,-1.3077086
1207,-1.5276916
1208,-1.1074797
1209,-1.3917032
1210,-1.3798687
1211,-1.3510994
1212,-1.881838
1213,-1.1326576
1214,-1.2413751
1215,-1.198332
1216,-1.4579908
1217,-1.6842622
1218,-1.4330505
1219,-1.6358541
1220,-1.1845275
1221,-1.2831405
1222,-1.5062612
1223,-1.1040899
1224,0.06422817
1225,-0.03716359
1226,0.28531697
1227,-0.9581824
1228,0.26558122
1229,-0.2072229
1230,-1.2527776
1231,-0.1414186
1232,-0.8930882
1233,-0.12488334
1234,-0.7106184
1235,-0.3494808
1236,-0.13814245
1237,-0.075205244
1238,-1.3134655
1239,-0.16779952
1240,-1.4697839
1241,0.16109195
1242,0.0283631
1243,-0.058065105
1244,-0.025697304
1245,-0.0031615798
1246,-0.5006644
1247,-0.18057711
1248,-0.3523474
1249,-0.4942161
1250,-0.026172679
1251,-0.41491047
1252,-1.2418212
1253,-0.35408315
1254,-1.5491678
1255,-1.0001924
1256,-1.2575738
1257,-0.20045088
1258,-0.33293253
1259,-0.26628077
1260,-0.07762549
1261,-0.031412095
1262,-1.2817194
1263,0.12011233
1264,-0.17763561
1265,-0.60349935
1266,-0.20673883
1267,-1.974882
1268,0.026782367
1269,0.122064315
1270,-0.2696253
1271,0.055807807
1272,-0.2525267
1273,0.0038251176
1274,-0.14921717
1275,-1.1034347
1276,-0.20799917
1277,-0.019638585
1278,-0.9988727
1279,-0.2938439
1280,-2.1732817
1281,-1.9852012
1282,-1.3124323
1283,-2.1780708
1284,-2.061618
1285,-1.9694451
1286,-2.0257444
1287,-1.2106327
1288,-1.167284
1289,-1.5719634
1290,-1.5738599
1291,-1.4281747
1292,-2.1278045
1293,-1.4009477
1294,-1.3543501
1295,-1.586667
1296,-1.4842403
1297,-1.3144964
1298,-1.4294884
1299,-1.689216
1300,-1.618496
1301,-1.3355763
1302,-1.7956145
1303,-1.6506859
1304,-1.8452772
1305,-2.2743177
1306,-1.4646697
1307,-2.0424705
1308,-2.3896108
1309,-2.1847124
1310,-2.3405428
1311,-2.2740197
1312,-2.5803454
1313,-1.0187968
1314,-1.270612
1315,-2.279192
1316,-1.5181351
1317,-0.8685432
1318,-1.647154
1319,-1.2847649
1320,-1.3660728
1321,-1.5801466
1322,-1.6907599
1323,-2.0240848
1324,-1.4624432
1325,-1.2471529
1326,-1.5573688
1327,-1.4012674
1328,-1.8785045
1329,-0.35169816
1330,-1.4978597
1331,-1.5463303
1332,-0.6529159
1333,-0.3018733
1334,-0.61071295
1335,-0.7512079
1336,-1.346444
1337,-1.9346652
1338,-2.5318313
1339,-1.2404385
1340,-2.0063298
1341,-2.263745
1342,-1.8208805
1343,-1.9527986
1344,-1.6367475
1345,-0.6094624
1346,0.27022192
1347,-0.28093794
1348,-0.1956616
1349,-0.1643438
1350,-1.5076007
1351,0.17639853
1352,-1.0861846
1353,-1.2021575
1354,0.34870756
1355,0.20666912
1356,-0.49038696
1357,-1.6715653
1358,-0.7268785
1359,0.2564969
1360,-1.5242997
1361,-1.2806407
1362,-1.6745216
1363,-1.5196825
1364,-1.6206449
1365,-1.7407782
1366,-1.3420024
1367,-1.825202
1368,-0.87519264
1369,-0.5078296
1370,-0.12025778
1371,-0.8311371
1372,-0.63615876
1373,-0.20760983
1374,-0.7985781
1375,-0.789206
1376,-1.9970169
1377,-0.32579038
1378,0.055821136
1379,-1.5838403
1380,-1.0760238
1381,0.05222565
1382,-1.3258011
1383,0.017704172
1384,-0.7597209
1385,0.38249287
1386,-1.9118488
1387,0.064132415
1388,-0.75875485
1389,-0.05351317
1390,0.3314159
1391,0.188751
1392,0.06930935
1393,-1.7330106
1394,0.18020082
1395,-2.2296665
1396,-0.60162383
1397,-0.32313916
1398,-1.8729868
1399,-2.051846
1400,0.1395263
1401,0.20057635
1402,-0.39358234
1403,-0.780093
1404,-0.29577112
1405,-1.8295118
1406,-0.131979
1407,-0.2267305
1408,-1.7129645
1409,-0.8403579
1410,-0.20525292
1411,-0.6933852
1412,-0.37519103
1413,0.04372526
1414,-1.8662248
1415,-0.47183514
1416,-1.1247319
1417,-2.8342593
1418,-0.17389686
1419,-1.0854025
1420,0.20525476
1421,-0.20718071
1422,-0.21848479
1423,0.30375877
1424,0.08215933
1425,0.183945
1426,-0.7769894
1427,0.020924594
1428,-1.9400663
1429,0.18188477
1430,0.35533735
1431,0.1793536
1432,-1.9529274
1433,-1.6062894
1434,-1.6475348
1435,-1.8188176
1436,-1.5817814
1437,-1.5341945
1438,-1.8467705
1439,-1.4629418
1440,-2.5281684
1441,-1.9166486
1442,-2.1697826
1443,-2.2096162
1444,-2.3713973
1445,-1.7367755
1446,-1.7556914
1447,-1.9182528
1448,-1.8825873
1449,-0.46827334
1450,-1.7911781
1451,-0.86928815
1452,-0.96191406
1453,-0.9353749
1454,-0.08077528
1455,-1.055705
1456,-0.306248
1457,-0.18146439
1458,-1.1135911
1459,-0.7868258
1460,-0.5050182
1461,-0.20491223
1462,-0.43075275
1463,-0.14758132
1464,-0.059585236
1465,-1.4357665
1466,-0.6043737
1467,-0.8018988
1468,0.026944948
1469,-0.1581147
1470,-0.86907923
1471,-0.1120672
1472,-2.1893826
1473,-2.3086967
1474,-1.9560252
1475,-1.9686323
1476,-1.581861
1477,-1.5376209
1478,-2.2906218
1479,-1.8678749
1480,-2.9944904
1481,-2.1820292
1482,-2.7314851
1483,-1.6141156
1484,-1.9184244
1485,-1.414513
1486,-2.4173326
1487,-1.6876727
1488,-1.8876796
1489,-1.9360514
1490,-2.4375865
1491,-2.4473178
1492,-2.683658
1493,-2.0903883
1494,-2.5606666
1495,-2.1653237
1496,-1.7828481
1497,-1.733455
1498,-2.0159814
1499,-2.5573266
1500,-2.344218
1501,-2.5544522
1502,-2.1227195
1503,-1.6290193
1504,-2.3593693
1505,-2.0027425
1506,-2.665435
1507,-1.5906283
1508,-2.3211997
1509,-1.93898
1510,-1.549031
1511,-2.1455796
1512,-2.7835119
1513,-2.1512458
1514,-1.4598023
1515,-2.2452698
1516,-2.003078
1517,-1.5113871
1518,-2.2611089
1519,-2.124711
1520,-1.7907666
1521,-1.6326631
1522,-2.1091428
