,observers,resids,max_resid,mean_resid,a,w
55,False,"tensor([[1.0996e-05, 5.6275e-05],
        [1.2582e-05, 5.9280e-05],
        [1.4312e-05, 6.2311e-05],
        ...,
        [5.5057e-05, 1.2755e-03],
        [6.3525e-05, 1.2432e-03],
        [7.2418e-05, 1.2109e-03]])",0.020523224025964737,0.0029034398030489683,0.20000000298023224,0.10000000149011612
56,False,"tensor([[1.5840e-05, 2.1631e-05],
        [1.7278e-05, 2.2786e-05],
        [1.8765e-05, 2.3975e-05],
        ...,
        [5.2602e-04, 2.5213e-04],
        [5.1655e-04, 2.4340e-04],
        [5.0749e-04, 2.3490e-04]])",0.008094418793916702,0.0007147876312956214,0.20000000298023224,0.15000000596046448
57,False,"tensor([[9.7133e-07, 9.2562e-06],
        [7.8609e-07, 1.0326e-05],
        [6.1182e-07, 1.1462e-05],
        ...,
        [8.9845e-03, 1.2218e-04],
        [9.0211e-03, 1.1457e-04],
        [9.0574e-03, 1.0697e-04]])",0.011581473983824253,0.0011563607258722186,0.20000000298023224,0.20000000298023224
58,False,"tensor([[5.3454e-06, 1.5666e-07],
        [5.8986e-06, 1.8001e-07],
        [6.4901e-06, 2.0573e-07],
        ...,
        [1.0647e-03, 2.3363e-04],
        [1.0812e-03, 2.2258e-04],
        [1.0977e-03, 2.1153e-04]])",0.001097720698453486,9.826360474107787e-05,0.20000000298023224,0.25
59,False,"tensor([[2.8071e-06, 5.3549e-06],
        [2.6826e-06, 6.1193e-06],
        [2.5388e-06, 6.9469e-06],
        ...,
        [2.3993e-02, 5.0679e-03],
        [2.4335e-02, 4.8726e-03],
        [2.4674e-02, 4.6777e-03]])",0.02467435970902443,0.0027435077354311943,0.20000000298023224,0.30000001192092896
60,False,"tensor([[7.5024e-06, 8.1223e-07],
        [8.0782e-06, 7.7591e-07],
        [8.6606e-06, 7.3920e-07],
        ...,
        [1.2939e-09, 7.1722e-05],
        [3.5583e-08, 6.1623e-05],
        [1.1272e-07, 5.2240e-05]])",0.004476278088986874,0.0005269981338642538,0.20000000298023224,0.3499999940395355
61,False,"tensor([[2.5796e-06, 3.1650e-06],
        [2.6875e-06, 3.4635e-06],
        [2.7877e-06, 3.7776e-06],
        ...,
        [3.4969e-04, 1.3761e-04],
        [3.5437e-04, 1.3309e-04],
        [3.5882e-04, 1.2858e-04]])",0.0025681646075099707,0.00021926089539192617,0.20000000298023224,0.4000000059604645
62,False,"tensor([[5.7095e-06, 3.2487e-09],
        [6.2583e-06, 1.3350e-09],
        [6.8188e-06, 1.7470e-08],
        ...,
        [9.9034e-03, 9.9611e-04],
        [9.9962e-03, 9.5808e-04],
        [1.0087e-02, 9.2028e-04]])",0.01008697785437107,0.0014985271263867617,0.20000000298023224,0.44999998807907104
63,False,"tensor([[6.8896e-06, 4.8358e-06],
        [7.4549e-06, 5.0341e-06],
        [8.0334e-06, 5.2317e-06],
        ...,
        [4.4804e-02, 3.8100e-03],
        [4.5178e-02, 3.5316e-03],
        [4.5538e-02, 3.2624e-03]])",0.04553842544555664,0.004510605242103338,0.20000000298023224,0.5
64,False,"tensor([[6.0118e-06, 9.8220e-07],
        [6.4616e-06, 1.1049e-06],
        [6.9172e-06, 1.2326e-06],
        ...,
        [2.8722e-05, 9.1144e-06],
        [2.7823e-05, 1.0081e-05],
        [2.6940e-05, 1.1118e-05]])",0.0005960066337138414,6.955591379664838e-05,0.20000000298023224,0.550000011920929
65,False,"tensor([[2.5043e-06, 7.7588e-08],
        [2.6468e-06, 7.1543e-08],
        [2.7886e-06, 6.5961e-08],
        ...,
        [3.7063e-06, 2.6240e-05],
        [3.2140e-06, 2.5498e-05],
        [2.7593e-06, 2.4779e-05]])",0.0022118736524134874,0.00021794746862724423,0.20000000298023224,0.6000000238418579
